"participant","D1a","D1b","D1","condition","criticalBlocksMeanRT","criticalBlocksPercentageAccuracy","gender","age","expName","date"
8,"inversion error","inversion error","inversion error",4,0.0460376759083333,0.966666666666667,NA,NA,"IAT","2015_Nov_11_1637"
